Date modified,รหัสสินค้า,ชื่อสินค้า,ชื่อร้านค้า,CommissionRate,CommissionAmount,ลิงก์สินค้า,ลิงก์ข้อเสนอ,PriceDisplay,SoldDisplay,PriceValue,SoldValue,SoldBucket,SoldScore,PriceBucket,PriceScore,CommissionBucket,CommissionScore,MiniBossScore
19/07/2026 12:13,49105970840,ลูกหมุน VALENTINE สแตนเลส Snap Rolling สำหรับตกปลาทะเล ทนทานต่อน้ำเค็ม หมุนได้เรียบเนียน,valentine13.th,0.02,0.8,https://shopee.co.th/product/473279971/49105970840,https://s.shopee.co.th/AUsWhPWgDt,40,6,40,6,<100,1,Budget,5,Low,1,2
19/07/2026 12:13,44464511209,10 ชิ้น🔥ราคาขายส่ง ม้วนกาวลูกกลิ้งทำความสะอาด ลูกกลิ้งเก็บขน เศษฝุ่น เศษผม ด้ามจับปรับความยาวได้ แปรงกำจัดขน 10/19/24cm,WATER*SHOP,0.02,0.98,https://shopee.co.th/product/238389288/44464511209,https://s.shopee.co.th/9zwG6UYaEo,49,6พัน+,49,6000,5K-9K,5,Budget,5,Low,1,3.6
19/07/2026 12:13,56458392609,สายชาร์จ 30W ⚡ สายชาร์จ  รองรับ iPhone 8/X/11/12/13/14ProMax สายถักทนทาน ไม่ร้อน รับประกัน 1 ปี,Mega Ping ,0.12,6.6,https://shopee.co.th/product/1775088211/56458392609,https://s.shopee.co.th/AAFgInXwtr,55,1พัน+,55,1000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:13,25485867844,ที่จับโทรศัพท์ ที่วางมือถือในรถยนต์ ปรับหมุนได้360องศา สำหรับหนีบคอลโซล พร้อมส่ง,CACO-AUTO,0.62,92.38,https://shopee.co.th/product/476021115/25485867844,https://s.shopee.co.th/8Ko27QevcW,149,9,149,9,<100,1,Low,4,Excellent,5,3.15
19/07/2026 12:13,28125896751,กล่องเก็บของ BOX ความจุสูง กล่องพลาสติก กล่องเก็บของ โปร่งใส เก็บเสื้อผ้า ได้เก็บของเล่น ⚡การลดราคาแบบจำกัดเวลา⚡,Living Pace,0.1,4.8,https://shopee.co.th/product/1336353767/28125896751,https://s.shopee.co.th/8V7SJjeIHZ,48,100พัน+,48,100000,50K+,8,Budget,5,Good,4,5.85
19/07/2026 12:13,28065767039,🐱🐱ลูกกลิ้งเก็บขน ขนาด24cm ที่กลิ้ง+10 ม้วนกาว ลูกกลิ้ง ลูกกลิ้งกระดาษกาว ลูกกลิ้งเก็บฝุ่น ลูกกลิ้งทําความสะอาด,Amzbear Authentic Store,0.12,9.48,https://shopee.co.th/product/1090771459/28065767039,https://s.shopee.co.th/80BBiogCIU,79,20พัน+,79,20000,20K-49K,7,Budget,5,Good,4,5.45
19/07/2026 12:13,28761304639,Essager อะแดปเตอร์ OTG Type C ถึง Micro USB ถึง Type C ตัวแปลง USB ขั้วต่อ OTG,ESS Local Store,0.11,4.84,https://shopee.co.th/product/1336933815/28761304639,https://s.shopee.co.th/8AUbv7fYxX,44,10พัน+,44,10000,10K-19K,6,Budget,5,Good,4,5.05
19/07/2026 12:13,18414736175,sasi ศศิ บลัชออนแท่งแบบครีม คิส แอนด์ บลัช สติ๊ก 3 in 1 สวยครบ จบในแท่งเดียว / sasi Kiss & Blush Stick (4 g.),sasi official,0.09,8.01,https://shopee.co.th/product/100090171/18414736175,https://s.shopee.co.th/903iuecOGi,89,100พัน+,89,100000,50K+,8,Budget,5,Normal,2,5.15
19/07/2026 12:13,10499399699,Carlino: เสาแขวนผ้า  ที่แขวนกระเป๋า ราวแขวนผ้า ไม้แขวนผ้าทรงต้นไม้ คุณภาพสูง อเนกประสงค์  Hanging Rack,CARLINO DESIGN,0.22,24.42,https://shopee.co.th/product/72539536/10499399699,https://s.shopee.co.th/9AN96xbkvl,111,1พัน+,111,1000,1K-4K,4,Low,4,Excellent,5,4.35
19/07/2026 12:13,41957003609,[พร้อมส่ง]ลูกกลิ้งเก็บฝุ่นและขนบนเสื้อผ้า ลูกกลิ้งกำจัดขน ลูกกลิ้งทำความสะอาด ขจัดขนแมวและขนสุนัข ลูกปาที่ชัดเจน ชุดสีชม,DAILY GATHER,0.09,0.72,https://shopee.co.th/product/1339653778/41957003609,https://s.shopee.co.th/8fQsW2dewg,8,7พัน+,8,7000,5K-9K,5,Budget,5,Normal,2,3.95
19/07/2026 12:13,44556317295,Deli สายชาร์จไว สายไนลอนถัก Type-C to Type-C 100W สายชาร์จยาว1/2 เมตร Fast charging PD data cable,Deli Power Strip Officia‎l,0.09,8.55,https://shopee.co.th/product/1541050128/44556317295,https://s.shopee.co.th/8pkIiLd1bj,95,791,95,791,500-999,3,Budget,5,Normal,2,3.15
19/07/2026 12:13,2924492432,ผ้าเช็ดตัวขนเป็ด ลายริ้ว ขนาด70x140ซับนํ้า10เท่า หลายสี,M-Lisa,0.12,14.64,https://shopee.co.th/product/171513178/2924492432,https://s.shopee.co.th/1qaYNU3foO,122,90พัน+,122,90000,50K+,8,Low,4,Good,4,5.6
19/07/2026 12:13,26814717660,โคมไฟตั้งโต๊ะ อ่านหนังสือ ทําเล็บ ปรับระดับได้ หมุนได้ Table lamp cheers9,TWACHI_Official.th,0.09,15.21,https://shopee.co.th/product/1314687996/26814717660,https://s.shopee.co.th/1gH8BB4J9N,169,20พัน+,169,20000,20K-49K,7,Low,4,Normal,2,4.5
19/07/2026 12:13,29805541583,มิลิน น้ำยาทำความสะอาดอเนกประสงค์ ขัดห้องน้ำ ถูบ้าน ปลอดภัยกับเด็ก และ สัตว์เลี้ยง มิลินคลีน,ไบโอเอ็กซ์.ร้านค้าทางการ,0.32,87.04,https://shopee.co.th/product/930795898/29805541583,https://s.shopee.co.th/1Vxhys4wUM,272,10พัน+,272,10000,10K-19K,6,Low,4,Excellent,5,5.15
19/07/2026 12:13,54307453038,65W สายชาร์จเร็ว 4in1 1.5M Fast Charging Cable USB Type-C สายชาร์จ สายเคเบิล สายข้อมูลโทรศัพท์มือถือ,KEIOS ,0.1,2.8,https://shopee.co.th/product/1731869053/54307453038,https://s.shopee.co.th/1LeHmZ5ZpL,28,1พัน+,28,1000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:13,53056642044,สุ่ม 50PCS ของเล่นสกุชชี่ Squishy โมนินุ่มนิ่ม คลายเครียด รูปร่างสัตว์น่ารัก ของเล่นบีบอัด,Halo toys,0.09,5.31,https://shopee.co.th/product/895218616/53056642044,https://s.shopee.co.th/2VqFAi18Sa,59,49,59,49,<100,1,Budget,5,Normal,2,2.35
19/07/2026 12:13,52457839844,【30 ชิ้นในแพ็คเกจใหญ่】Mango ลูกกลิ้งกำจัดขน เก็บขนและฝุ่น ลูกกลิ้งทำความสะอาด ลูกกลิ้งเก็บฝุ่น ลูกกลิ้งดักฝุ่น ที่เก็บขน,Mango Pet Shop,0.1,12.6,https://shopee.co.th/product/1574511815/52457839844,https://s.shopee.co.th/2LWoyP1lnZ,126,356,126,356,100-499,2,Low,4,Good,4,3.2
19/07/2026 12:13,41404129435,"ลูกกลิ้งเก็บขน ขนาด 36cm ไม้ม็อบชุดลูกกลิ้งทำความสะอาด ขนสัตว์เลี้ยง,ฝุ่น,เส้นผม เลือกความยาวด้ามจับได้(มีรีฟิล)",ThaiHomy,0.11,5.83,https://shopee.co.th/product/1547827202/41404129435,https://s.shopee.co.th/2BDOm62P8Y,53,5พัน+,53,5000,5K-9K,5,Budget,5,Good,4,4.65
19/07/2026 12:13,20894640241,JQVITEK ขาตั้งกล้องเซลฟี่แบบขาตั้งกล้องอเนกประสงค์ 1.7เมตร หมุนได้ 360° พร้อมรีโมทบลูทูธ LED กล้องภายนอกแบบ Gimbal TR13S,JQVITEK Official Shop,0.1,18.5,https://shopee.co.th/product/1040178136/20894640241,https://s.shopee.co.th/20tyZn32TX,185,10พัน+,185,10000,10K-19K,6,Low,4,Good,4,4.8
19/07/2026 12:13,26868850084,HENSAWA รุ่น OT312 อะแดปเตอร์ IOS to USB 3.0 Adapter Fast Data Transfer รองรับ ios26 ลงไป,HSW.studio,0.09,9.9,https://shopee.co.th/product/1282442186/26868850084,https://s.shopee.co.th/W5An28kWG,110,2พัน+,110,2000,1K-4K,4,Low,4,Normal,2,3.3
19/07/2026 12:13,29793778519,ถุงมือเก็บขนสัตว์ ถุงมือกำจัดขนแมว หมา บนโซฟา ที่นอน เสื้อผ้า แปรงรูดขน ใช้ซ้ำได้ ล้างน้ำได้,petclear.ofs.th,0.09,4.41,https://shopee.co.th/product/1659024766/29793778519,https://s.shopee.co.th/Llkaj9NrF,49,614,49,614,500-999,3,Budget,5,Normal,2,3.15
19/07/2026 12:13,42453064923,Living ถังขยะพลาสติก ใช้งาน2ระบบ กดเปิดมือ-เหยีบด้วยเท้า ถังขยะเหยียบ พลาสติกเหนียว กันกลิ่นดี,Living Pace,0.07,6.02,https://shopee.co.th/product/1336353767/42453064923,https://s.shopee.co.th/BSKOQA1CE,86,10พัน+,86,10000,10K-19K,6,Budget,5,Normal,2,4.35
19/07/2026 12:13,56358921017,4-in-1 65W 1.5M Fast สายชาร์จ Usb Type C สําหรับ Usb C Charger สายชาร์จลวด Super Fast Charging Cable 6A,Throttle,0.06,1.56,https://shopee.co.th/product/1797020970/56358921017,https://s.shopee.co.th/18uC7AeXD,26,10พัน+,26,10000,10K-19K,6,Budget,5,Normal,2,4.35
19/07/2026 12:13,18580919388,ลดล้างสต็อค!!!! ชั้นวางรองเท้าสแตนเลส 3-8 ชั้น/ Max Shoe Rack,CARLINO DESIGN,0.32,20.16,https://shopee.co.th/product/72539536/18580919388,https://s.shopee.co.th/1BKraG6DAS,63,302,63,302,100-499,2,Budget,5,Excellent,5,3.8
19/07/2026 12:13,29612568094,【1แถม1】🔥NEW🔥 TWSหูฟังบลูทูธ หูฟังบลูทูธไร้สาย หูฟังเกมส์บลูทูธ พร้อมกล่องชาร์จ เหมาะสําหรับ ไอโฟน ซัมซุง oppo vivo,waranya.shop&8693,0.12,17.88,https://shopee.co.th/product/276671426/29612568094,https://s.shopee.co.th/111RNx6qVR,149,6พัน+,149,6000,5K-9K,5,Low,4,Good,4,4.4
19/07/2026 12:13,26960913790,YTL ลูกกลิ้งเก็บฝุ่นและขนบนเสื้อผ้า ลูกกลิ้งกำจัดขน ลูกกลิ้งทำความสะอาด ขจัดขนแมวและขนสุนัข ลูกปาที่ชัดเจน ชุดสีชม,YTL Mall,0.07,0.35,https://shopee.co.th/product/1335352850/26960913790,https://s.shopee.co.th/qi1Be7TqQ,5,5พัน+,5,5000,5K-9K,5,Budget,5,Normal,2,3.95
19/07/2026 12:13,24524753586,【รับประกัน 1 ปี】สายชาร์จ USB Type C To Li สาย PD 20W คุณภาพสูง  สําหรับ Ios Pad,recci.flagship.store,0.07,5.53,https://shopee.co.th/product/1156138014/24524753586,https://s.shopee.co.th/gOazL87BP,79,3พัน+,79,3000,1K-4K,4,Budget,5,Normal,2,3.55
19/07/2026 12:13,40856201940,ที่รูดขนแมว ที่กลิ้งขน ที่เก็บขน เก็บขนแมว กลิ้งขนแมว กาวเก็บขน กลิ้งขน ขจัดขนแมวและขนสุนัข,PET RECORD Canine&Feline,0.11,0.55,https://shopee.co.th/product/1557413937/40856201940,https://s.shopee.co.th/4VbJYNtWPA,5,1พัน+,5,1000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:13,29582840537,Marco Pony รองเท้าแตะ รองเท้าพื้นนิ่ม แฟชั่นผู้ชาย และผู้หญิง EVA กันน้ำ กันลื่น ใส่สบายเท้า Size 36-41 รุ่น MH9029,MARC EIRA,0.22,28.38,https://shopee.co.th/product/1118978290/29582840537,https://s.shopee.co.th/4LHtM4u9k9,129,10พัน+,129,10000,10K-19K,6,Low,4,Excellent,5,5.15
19/07/2026 12:13,41069669877,ม้วนกาวลูกกลิ้งทำความสะอาด เก็บฝุ่น 19CM/24CM 20 ม้วน ลูกกลิ้งเก็บขน เศษผม เศษฝุ่น รีฟีลเก็บฝุ่น พร้อมส่ง,ha_ha,0.07,3.64,https://shopee.co.th/product/965000081/41069669877,https://s.shopee.co.th/4AyT9lun58,52,1พัน+,52,1000,1K-4K,4,Budget,5,Normal,2,3.55
19/07/2026 12:13,27635530941,ประเภท C ถึง Micro USB สาย QC PD Fast Charging USB-C อะแดปเตอร์สําหรับ Samsung OTG โทรศัพท์แท็บเล็ต Micro USB ข้อมูลสาย,lazanda2.th,0.06,5.1,https://shopee.co.th/product/1380921565/27635530941,https://s.shopee.co.th/40f2xSvQQ7,85,53,85,53,<100,1,Budget,5,Normal,2,2.35
19/07/2026 12:13,45854723716,ลูกกลิ้งกระดาษกาว ลูกกลิ้งกำจัดขน กาวลูกกลิ้งเก็บฝุ่น ทำความสะอาดง่าย แข็งแรงทนทาน รีฟีลกาว 24 ซม ทำความสะอาด,dingyang_mall,0.09,3.24,https://shopee.co.th/product/1497083076/45854723716,https://s.shopee.co.th/5Ar0Lbqz3M,36,128,36,128,100-499,2,Budget,5,Normal,2,2.75
19/07/2026 12:13,18396604531,MR【จัดส่งทันที】ตู้เก็บรองเท้า ชั้นวางรองเท้า ของใช้ในบ้าน บางเฉียบ จุของได้เยอะ พื้นที่น้อย กันฝุ่น กันน้ำ,Mr.Rack,0.075,64.43,https://shopee.co.th/product/964154360/18396604531,https://s.shopee.co.th/50Xa9IrcOL,859,7พัน+,859,7000,5K-9K,5,Premium,2,Normal,2,3.2
19/07/2026 12:13,42302100480,BAAN ลูกกลิ้งเก็บขน ไม้ม็อบ ลูกกลิ้งทำความสะอาด ลูกกลิ้งเก็บฝุ่น ลูกกลิ้งดักฝุ่น ที่เก็บขน รุ่นมินิ 4055 มี 2 สี,BAAN Series,0.09,2.25,https://shopee.co.th/product/1545635046/42302100480,https://s.shopee.co.th/4qE9wzsFjK,25,873,25,873,500-999,3,Budget,5,Normal,2,3.15
19/07/2026 12:13,26122765948,Essager 20-27W PD สายชาร์จ Type C ถึง IP สายชาร์จเร็ว 480Mbps เหมาะสำหรับ IP7-14Pro,ESS Local Store,0.12,9.6,https://shopee.co.th/product/1336933815/26122765948,https://s.shopee.co.th/4fujkgst4J,80,10พัน+,80,10000,10K-19K,6,Budget,5,Good,4,5.05
19/07/2026 12:13,29288670031,10 ม้วน ลูกกลิ้งเก็บขน ลูกกลิ้งทำความสะอาด ลูกกลิ้งเก็บฝุ่น ลูกกลิ้งดักฝุ่น ที่เก็บขน ทำความสะอาดขนสัตว์เลี้ยง,MZ Pet Supplies,0.12,2.52,https://shopee.co.th/product/1269155641/29288670031,https://s.shopee.co.th/3B5vxvyb72,21,489,21,489,100-499,2,Budget,5,Good,4,3.45
19/07/2026 12:13,50907492924,"【Zenpy】 กระเป๋าสะพายข้างผ้าแคนวาส ใช้ได้ 2 ด้าน สไตล์เกาหลี, จุของเยอะ ใส่ของใช้ประจำวัน, เหมาะกับนักเรียน-นักเดินทาง, หลายสี P034",Zenpy.th,0.15,17.85,https://shopee.co.th/product/1237432058/50907492924,https://s.shopee.co.th/30mVlczES1,119,1พัน+,119,1000,1K-4K,4,Low,4,Excellent,5,4.35
19/07/2026 12:13,48200946960,อีเกีย ที่เก็บขน ที่ดูดขน ลูกกลิ้งเก็บขน ลูกกลิ้งเก็บฝุ่น ลูกกลิ้งเก็บผม เก็บขนและฝุ่นบนเสื้อผ้า พร้อมส่ง,Erikord.th,0.09,1.89,https://shopee.co.th/product/1612204567/48200946960,https://s.shopee.co.th/2qT5ZJzrn0,21,8พัน+,21,8000,5K-9K,5,Budget,5,Normal,2,3.95
19/07/2026 12:13,46908306039,สายชาร์จ PD20W สายชาร์จเร็ว usb ใช้กับ iphone 11 12 13 14 Pro Max ไม่มีไข้ ป้องกันแบตเตอรี่,MEGA Lek,0.12,5.4,https://shopee.co.th/product/1775217605/46908306039,https://s.shopee.co.th/2g9fN10V7z,45,650,45,650,500-999,3,Budget,5,Good,4,3.85
19/07/2026 12:13,47852071814,ที่ตากผ้าแบบหนีบ ไม้หนีบผ้าสแตนเลส 20 ชิ้น ใช้งานง่าย ประหยัดพื้นที่กันลื่น เคลือบซิลิโคนกันลื่น สีขาวนวล เทา,Thaihomehub,0.17,10.2,https://shopee.co.th/product/1664272716/47852071814,https://s.shopee.co.th/3qLcl9w3lE,60,20พัน+,60,20000,20K-49K,7,Budget,5,Excellent,5,5.8
19/07/2026 12:13,20986413038,ถุงมือสีขาวทีซี TC ต่อข้อ(69บ./6คู่)ถุงมือจราจร.,xrmamy,0.02,1.38,https://shopee.co.th/product/143589394/20986413038,https://s.shopee.co.th/3g2CYqwh6D,69,184,69,184,100-499,2,Budget,5,Low,1,2.4
19/07/2026 12:13,40867411762,ม้วนกาวลูกกลิ้งทำความสะอาด เก็บฝุ่น 10CM/19CM/24CM 10 ม้วน ลูกกลิ้งเก็บขน เศษผม เศษฝุ่น รีฟีลเก็บฝุ่น พร้อมส่ง,mango_8,0.09,2.25,https://shopee.co.th/product/1365461505/40867411762,https://s.shopee.co.th/3VimMXxKRC,25,2พัน+,25,2000,1K-4K,4,Budget,5,Normal,2,3.55
19/07/2026 12:13,56553005159,"สายชาร์จ จสำหรับรถ ยนต์แบบสปริง 120W USB type c TO C ชาร์จเร็วสุดๆ สายชาร์จเร็ว สำหรับ TypeC, L, Micro USB 1ม/2ม",FaTech,0.12,3.6,https://shopee.co.th/product/1058429749/56553005159,https://s.shopee.co.th/3LPMAExxmB,30,5พัน+,30,5000,5K-9K,5,Budget,5,Good,4,4.65
19/07/2026 12:13,3128995666,Oriental Princess สเปรย์ น้ำหอม ฉีดผม Story of Happiness Hair Cologne Spray 100 ml,Oriental Princess Official Shop,0.12,12.48,https://shopee.co.th/product/16862780/3128995666,https://s.shopee.co.th/7Ac4jHjMzw,104,80พัน+,104,80000,50K+,8,Low,4,Good,4,5.6
19/07/2026 12:13,24185864985,ตู้เก็บของ ตู้อเนกประสงค์ ตู้วางของมีหลายชั้น ความจุสูง สไตล์การออกแบบโมเดิร์น เหมาะสำหรับจัดเก็บบ้านให้เป็นระเบียบ,rhomemall,0.1,15.9,https://shopee.co.th/product/1346909976/24185864985,https://s.shopee.co.th/70IeWyk0Kv,159,5พัน+,159,5000,5K-9K,5,Low,4,Good,4,4.4
19/07/2026 12:13,48701884826,"ลูกกลิ้งทำความสะอาดเหนียวในม้วน, ลูกกลิ้งเศษผม, ลูกกลิ้งผม, ลูกกลิ้งกำจัดฝุ่น, กระดาษลูกกลิ้งเหนียว 19/24 ซม., 50 ครั้ง",MZ Pet Supplies,0.1,0.5,https://shopee.co.th/product/1269155641/48701884826,https://s.shopee.co.th/6pzEKfkdfu,5,1พัน+,5,1000,1K-4K,4,Budget,5,Good,4,4.25
19/07/2026 12:13,44261991056,ชุดชาร์จเร็ว PD สายชาร์จ หัวชาร์จ 35W fast charging (สำหรับ 5～14pro max / pad) การรับประกัน 1 ปี,Kuulnn Thailand Store,0.11,5.61,https://shopee.co.th/product/1557111877/44261991056,https://s.shopee.co.th/6ffo8MlH0t,51,10พัน+,51,10000,10K-19K,6,Budget,5,Good,4,5.05
19/07/2026 12:13,54256553392,Aimi ชุดกันฝน ชุดกันน้ำ เสื้อกันฝน มีแถบสะท้อนแสง รุ่นหมวกติดเสื้อ คุณภาพดีราคาถูกมีหลายสีให้เลือก,Aimi.boutique.store,0.15,23.55,https://shopee.co.th/product/1618596749/54256553392,https://s.shopee.co.th/7prlWVgpe8,157,8พัน+,157,8000,5K-9K,5,Low,4,Excellent,5,4.75
19/07/2026 12:13,42216697622,FIGHTINPC ไม้แบดมินตันพันข้อห้าม ทนทานต่อการเสียดสีและดูดซับเหงื่อ พร้อมฟิล์มเหนียวเร็ว,FIGHTINPC MALL,0.02,0.86,https://shopee.co.th/product/293684107/42216697622,https://s.shopee.co.th/7fYLKChSz7,43,13,43,13,<100,1,Budget,5,Low,1,2
19/07/2026 12:13,49652895198,ลูกกลิ้งทำความสะอาด(รุ่นใหม่) ที่กลิ้งเก็บขนและฝุ่น ลูกกลิ้งเก็บขน ลูกกลิ้งกำจัดขน ม้วนกาว รีฟิล ลูกกลิ้งกระดาษ ปัดฝุ่น,MyDream house,0.07,0.77,https://shopee.co.th/product/1541263221/49652895198,https://s.shopee.co.th/7VEv7ti6K6,11,216,11,216,100-499,2,Budget,5,Normal,2,2.75
19/07/2026 12:13,27130390415,【รับประกัน 2 ปี】USB Power Adapter Charger 12W 2.4a สายชาร์จ  สำหรับ ชุดชาร์จ phone i5 6 7 8 x 11 12 13 14pro max/pad/pod,GenesVilla,0.12,9.12,https://shopee.co.th/product/1421576578/27130390415,https://s.shopee.co.th/7KvUvaijf5,76,5พัน+,76,5000,5K-9K,5,Budget,5,Good,4,4.65
19/07/2026 12:13,26469876982,ที่รูดขนแมว ที่กลิ้งขน ที่เก็บขน เก็บขนแมว กลิ้งขนแมว กาวเก็บขน กลิ้งขน ขจัดขนแมวและขนสุนัข,Pet accessories store,0.13,0.52,https://shopee.co.th/product/1235143746/26469876982,https://s.shopee.co.th/AAFgIpJBa0,4,30พัน+,4,30000,20K-49K,7,Budget,5,Good,4,5.45
19/07/2026 12:13,49553035324,🔥ซื้อ 2 แถม 1🔥กดสั่ง 3 ขวดได้ราคาโปร🔥น้ำหอมสีชาขนาด 50 ml (ส่งฟรี!) 💥รวมกลิ่นขายดีที่สุด🌷คนซื้อซ้ำและรีวิวเยอะที่สุด,seecha oil perfume,0.32,252.8,https://shopee.co.th/product/277093298/49553035324,https://s.shopee.co.th/9zwG6WJouz,790,10พัน+,790,10000,10K-19K,6,Premium,2,Excellent,5,4.65
19/07/2026 12:13,25444787481,ลูกกลิ้งกำจัดขน(360 แผ่น)เก็บขนและฝุ่น ลูกกลิ้งทำความสะอาด สีชมพู ขจัดขนแมวและขนสุนัข,Cozy Pet Store,0.09,0.81,https://shopee.co.th/product/1244720598/25444787481,https://s.shopee.co.th/AUsWhRHuu6,9,125,9,125,100-499,2,Budget,5,Normal,2,2.75
19/07/2026 12:13,27326070522,【Nexode】UGREEN 20W/30W GaN Charger USB-C/USB-A 2/3 พอร์ต Charger Nexode GaN Fast Charger USB-C Power Adapter สําหรับ iPhone 17 Pro Max 16 Pro Max/15/14/13,Ugreen Flagship Store,0.05,14.95,https://shopee.co.th/product/65302368/27326070522,https://s.shopee.co.th/AKZ6V8IYF5,299,70พัน+,299,70000,50K+,8,Low,4,Normal,2,4.9
19/07/2026 12:13,40059978762,MEEVIDA เครื่องปั่นน้ำผลไม้ เครื่องแยกกากน้ำผลไม้ อเนกประสงค์ ไม่ต้องใช้ตัวกรอง ไร้สาย,MEEVIDA Small Appliances,0.2,59,https://shopee.co.th/product/1586698622/40059978762,https://s.shopee.co.th/18uC8vtD6,295,1พัน+,295,1000,1K-4K,4,Low,4,Excellent,5,4.35
19/07/2026 12:13,43730630707,ร่มพับอัตโนมัติเต็มรูปแบบ ผ้า 3 ชั้น กันฝน กัน UV สามารถต้านลมแรงได้ ระดับ 10 แบบมือจับตัว C คล้องแขนได้,POWER OFFICE,0.17,18.53,https://shopee.co.th/product/1366195175/43730630707,https://s.shopee.co.th/BSKORvFs9,109,1พัน+,109,1000,1K-4K,4,Low,4,Excellent,5,4.35
19/07/2026 12:13,48612320732,"ลูกกลิ้งกำจัดขน เก็บขนและฝุ่น ลูกกลิ้งกำจัดขนสัตว์เลี้ยง ที่ทำความสะอาดขนแมว,หมา สุนัข และสัตว์เลี้ยง",BE_AUTY,0.09,5.58,https://shopee.co.th/product/1006004879/48612320732,https://s.shopee.co.th/LlkakucXC,62,439,62,439,100-499,2,Budget,5,Normal,2,2.75
19/07/2026 12:13,27644628160,นำเข้าแท้ ต้นตัว หัวชาร์จเร็ว + สายชาร์จเร็ว PD 20W charger ชุดชาร์จ Fastcharger C-L รองรับรุ่น 5-17,KEIOS ,0.1,1.7,https://shopee.co.th/product/1731869053/27644628160,https://s.shopee.co.th/W5An3tzCF,17,10พัน+,17,10000,10K-19K,6,Budget,5,Good,4,5.05
19/07/2026 12:13,25294615650,Yegey  ซื้อ1แถม1 เก้าอี้พับได้ เก้าอี้กลางแจ้ง เก้าอี้แคมป์ปิ้ง รับน้ำหนักได้ 300KG  พกพาสะดวก แถมถุงจัดเก็บ,TechTrance ,0.13,23.92,https://shopee.co.th/product/1421404320/25294615650,https://s.shopee.co.th/gOazMtLrI,184,20พัน+,184,20000,20K-49K,7,Low,4,Good,4,5.2
19/07/2026 12:13,56761148995,Yuedpao Soft Tech Unwear Sports Bra สปอร์ตบราผู้หญิง ผ้านุ่มลื่น ยืดหยุ่น ระบายอากาศ สปอร์ตบรายืดเปล่า,Yuedpao - ยืดเปล่า Official Store,0.07,20.3,https://shopee.co.th/product/240723932/56761148995,https://s.shopee.co.th/qi1BfsiWL,290,5พัน+,290,5000,5K-9K,5,Low,4,Normal,2,3.7
19/07/2026 12:13,28712064336,[พร้อมส่ง]ลูกกลิ้งเก็บฝุ่นและขนบนเสื้อผ้า ลูกกลิ้งกำจัดขน ลูกกลิ้งทำความสะอาด ขจัดขนแมวและขนสุนัข ลูกปาที่ชัดเจน ชุดสีชม,Accompany for life,0.09,0.63,https://shopee.co.th/product/1339657940/28712064336,https://s.shopee.co.th/111RNys5BO,7,20พัน+,7,20000,20K-49K,7,Budget,5,Normal,2,4.75
19/07/2026 12:13,41909403339,GOOJODOQ 5000mah Powerbank อินเทอร์เฟซคู่ แบตสํารอง พับได้ พาวเวอร์แบงค์พกพา การแสดงระดับแบตเตอรี่,GOOJODOQ Mall,0.12,27.12,https://shopee.co.th/product/1505570169/41909403339,https://s.shopee.co.th/1BKraHrRqR,226,904,226,904,500-999,3,Low,4,Good,4,3.6
19/07/2026 12:13,22450323538,Nantita กระเป๋านุ่มนิ่มใบกลางขึ้นไหล่ได้ PF001,NANTITA THAILAND,0.12,13.92,https://shopee.co.th/product/142737585/22450323538,https://s.shopee.co.th/1LeHmaqoVU,116,100พัน+,116,100000,50K+,8,Low,4,Good,4,5.6
19/07/2026 12:13,41630736638,【ของเล่นบีบ】24pcs Fidget Squishy สุ่มบีบได้ คลายเครียด ไม่เหนียวติดมือ ของเล่นบีบอัด สโลว์ ของเล่นเด็ก ฟินมาก,Love@Art,0.07,6.79,https://shopee.co.th/product/430877131/41630736638,https://s.shopee.co.th/1VxhytqBAX,97,451,97,451,100-499,2,Budget,5,Normal,2,2.75
19/07/2026 12:13,29961984480,[พร้อมส่ง]ลูกกลิ้งเก็บฝุ่นและขนบนเสื้อผ้า ลูกกลิ้งกำจัดขน ลูกกลิ้งทำความสะอาด ขจัดขนแมวและขนสุนัข ลูกปาที่ชัดเจน ชุดสีชม,DAILY GATHER,0.09,0.45,https://shopee.co.th/product/1339653778/29961984480,https://s.shopee.co.th/1gH8BCpXpa,5,10พัน+,5,10000,10K-19K,6,Budget,5,Normal,2,4.35
19/07/2026 12:13,29708536674,UGREEN Uno 100W Type C สายชาร์จเร็ว E-Marker สําหรับ iPhone 17 Pro Max 16 Pro Max 15 Series Samsung S24 S23 Ultra iPad Pro Macbook,Ugreen Flagship Store,0.05,11.45,https://shopee.co.th/product/65302368/29708536674,https://s.shopee.co.th/1qaYNVouUd,229,50พัน+,229,50000,50K+,8,Low,4,Normal,2,4.9
19/07/2026 12:13,48306548305,ลูกกลิ้งเก็บขน ที่กลิ้งเก็บขน  ลูกกลิ้งเก็บขน รีฟิล 10 ม้วน ลูกกลิ้งทำความสะอาด ลูกกลิ้งเก็บฝุ่น เสื้อผ้า ขนแมว ขนสุนัข,ha_ha,0.07,1.82,https://shopee.co.th/product/965000081/48306548305,https://s.shopee.co.th/20tyZooH9g,26,51,26,51,<100,1,Budget,5,Normal,2,2.35
